n_bin,bin,bin_from,bin_to,bin_size,variable,tmp_avg,tmp_djf,tmp_jja,ppt_djf,ppt_jja
8971,"(975.075,975.1]",975.075,975.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8972,"(975.1,975.125]",975.1,975.125,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
8973,"(975.375,975.4]",975.375,975.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8974,"(975.575,975.6]",975.575,975.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8975,"(975.6,975.625]",975.6,975.625,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8976,"(975.875,975.9]",975.875,975.9,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
8977,"(976.075,976.1]",976.075,976.1,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
8978,"(976.175,976.2]",976.175,976.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8979,"(976.5,976.525]",976.5,976.525,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8980,"(976.775,976.8]",976.775,976.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8981,"(976.975,977]",976.975,977,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8982,"(977.075,977.1]",977.075,977.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8983,"(977.175,977.2]",977.175,977.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8984,"(977.375,977.4]",977.375,977.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8985,"(977.6,977.625]",977.6,977.625,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8986,"(977.875,977.9]",977.875,977.9,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
8987,"(977.975,978]",977.975,978,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8988,"(978.075,978.1]",978.075,978.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8989,"(978.175,978.2]",978.175,978.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8990,"(978.375,978.4]",978.375,978.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8991,"(978.575,978.6]",978.575,978.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8992,"(978.675,978.7]",978.675,978.7,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
8993,"(978.775,978.8]",978.775,978.8,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
8994,"(979.075,979.1]",979.075,979.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8995,"(979.375,979.4]",979.375,979.4,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
8996,"(979.5,979.525]",979.5,979.525,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8997,"(979.575,979.6]",979.575,979.6,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
8998,"(979.675,979.7]",979.675,979.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
8999,"(979.775,979.8]",979.775,979.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9000,"(980.175,980.2]",980.175,980.2,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
9001,"(980.275,980.3]",980.275,980.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9002,"(980.375,980.4]",980.375,980.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9003,"(980.475,980.5]",980.475,980.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9004,"(980.875,980.9]",980.875,980.9,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9005,"(981.075,981.1]",981.075,981.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9006,"(981.175,981.2]",981.175,981.2,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9007,"(981.275,981.3]",981.275,981.3,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
9008,"(981.375,981.4]",981.375,981.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9009,"(981.475,981.5]",981.475,981.5,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9010,"(981.875,981.9]",981.875,981.9,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9011,"(981.975,982]",981.975,982,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9012,"(982,982.025]",982,982.025,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9013,"(982.075,982.1]",982.075,982.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9014,"(982.175,982.2]",982.175,982.2,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
9015,"(982.675,982.7]",982.675,982.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9016,"(982.775,982.8]",982.775,982.8,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9017,"(982.875,982.9]",982.875,982.9,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9018,"(982.975,983]",982.975,983,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9019,"(983,983.025]",983,983.025,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9020,"(983.075,983.1]",983.075,983.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9021,"(983.175,983.2]",983.175,983.2,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9022,"(983.275,983.3]",983.275,983.3,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9023,"(983.375,983.4]",983.375,983.4,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
9024,"(983.475,983.5]",983.475,983.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9025,"(983.575,983.6]",983.575,983.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9026,"(983.875,983.9]",983.875,983.9,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9027,"(983.975,984]",983.975,984,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9028,"(984.075,984.1]",984.075,984.1,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9029,"(984.275,984.3]",984.275,984.3,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9030,"(984.375,984.4]",984.375,984.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9031,"(984.475,984.5]",984.475,984.5,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9032,"(984.575,984.6]",984.575,984.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9033,"(984.675,984.7]",984.675,984.7,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9034,"(984.775,984.8]",984.775,984.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9035,"(984.875,984.9]",984.875,984.9,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9036,"(985,985.025]",985,985.025,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9037,"(985.375,985.4]",985.375,985.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9038,"(985.475,985.5]",985.475,985.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9039,"(985.575,985.6]",985.575,985.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9040,"(985.675,985.7]",985.675,985.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9041,"(985.775,985.8]",985.775,985.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9042,"(985.975,986]",985.975,986,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9043,"(986.075,986.1]",986.075,986.1,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
9044,"(986.275,986.3]",986.275,986.3,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9045,"(986.375,986.4]",986.375,986.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9046,"(986.475,986.5]",986.475,986.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9047,"(986.5,986.525]",986.5,986.525,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9048,"(986.675,986.7]",986.675,986.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9049,"(986.975,987]",986.975,987,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9050,"(987.075,987.1]",987.075,987.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9051,"(987.175,987.2]",987.175,987.2,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9052,"(987.375,987.4]",987.375,987.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9053,"(987.475,987.5]",987.475,987.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9054,"(987.5,987.525]",987.5,987.525,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9055,"(987.575,987.6]",987.575,987.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9056,"(987.775,987.8]",987.775,987.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9057,"(988.075,988.1]",988.075,988.1,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9058,"(988.175,988.2]",988.175,988.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9059,"(988.575,988.6]",988.575,988.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9060,"(988.675,988.7]",988.675,988.7,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9061,"(989.075,989.1]",989.075,989.1,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9062,"(989.175,989.2]",989.175,989.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9063,"(989.275,989.3]",989.275,989.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9064,"(989.375,989.4]",989.375,989.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9065,"(989.475,989.5]",989.475,989.5,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9066,"(989.575,989.6]",989.575,989.6,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9067,"(989.6,989.625]",989.6,989.625,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9068,"(989.675,989.7]",989.675,989.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9069,"(989.775,989.8]",989.775,989.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9070,"(989.975,990]",989.975,990,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9071,"(990.175,990.2]",990.175,990.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9072,"(990.275,990.3]",990.275,990.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9073,"(990.675,990.7]",990.675,990.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9074,"(990.975,991]",990.975,991,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9075,"(991.075,991.1]",991.075,991.1,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9076,"(991.175,991.2]",991.175,991.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9077,"(991.375,991.4]",991.375,991.4,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9078,"(991.575,991.6]",991.575,991.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9079,"(991.675,991.7]",991.675,991.7,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
9080,"(991.875,991.9]",991.875,991.9,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9081,"(991.975,992]",991.975,992,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9082,"(992.175,992.2]",992.175,992.2,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9083,"(992.575,992.6]",992.575,992.6,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9084,"(992.675,992.7]",992.675,992.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9085,"(992.775,992.8]",992.775,992.8,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9086,"(992.975,993]",992.975,993,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9087,"(993.075,993.1]",993.075,993.1,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9088,"(993.175,993.2]",993.175,993.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9089,"(993.375,993.4]",993.375,993.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9090,"(993.475,993.5]",993.475,993.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9091,"(993.575,993.6]",993.575,993.6,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9092,"(993.675,993.7]",993.675,993.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9093,"(993.875,993.9]",993.875,993.9,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9094,"(994.475,994.5]",994.475,994.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9095,"(994.5,994.525]",994.5,994.525,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9096,"(994.575,994.6]",994.575,994.6,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
9097,"(994.675,994.7]",994.675,994.7,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
9098,"(994.775,994.8]",994.775,994.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9099,"(995.175,995.2]",995.175,995.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9100,"(995.275,995.3]",995.275,995.3,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9101,"(995.475,995.5]",995.475,995.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9102,"(995.575,995.6]",995.575,995.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9103,"(995.675,995.7]",995.675,995.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9104,"(995.775,995.8]",995.775,995.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9105,"(995.875,995.9]",995.875,995.9,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9106,"(995.975,996]",995.975,996,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9107,"(996.275,996.3]",996.275,996.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9108,"(996.375,996.4]",996.375,996.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9109,"(996.475,996.5]",996.475,996.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9110,"(997.175,997.2]",997.175,997.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9111,"(997.275,997.3]",997.275,997.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9112,"(997.375,997.4]",997.375,997.4,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9113,"(997.675,997.7]",997.675,997.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9114,"(998,998.025]",998,998.025,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9115,"(998.075,998.1]",998.075,998.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9116,"(998.175,998.2]",998.175,998.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9117,"(998.275,998.3]",998.275,998.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9118,"(998.575,998.6]",998.575,998.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9119,"(999.275,999.3]",999.275,999.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9120,"(999.375,999.4]",999.375,999.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9121,"(999.675,999.7]",999.675,999.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9122,"(999.775,999.8]",999.775,999.8,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9123,"(999.875,999.9]",999.875,999.9,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9124,"(1000.18,1000.2]",1000.18,1000.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9125,"(1000.28,1000.3]",1000.28,1000.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9126,"(1001.28,1001.3]",1001.28,1001.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9127,"(1001.38,1001.4]",1001.38,1001.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9128,"(1001.48,1001.5]",1001.48,1001.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9129,"(1001.68,1001.7]",1001.68,1001.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9130,"(1001.98,1002]",1001.98,1002,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9131,"(1002.08,1002.1]",1002.08,1002.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9132,"(1002.18,1002.2]",1002.18,1002.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9133,"(1002.28,1002.3]",1002.28,1002.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9134,"(1002.48,1002.5]",1002.48,1002.5,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9135,"(1002.98,1003]",1002.98,1003,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9136,"(1003.28,1003.3]",1003.28,1003.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9137,"(1003.48,1003.5]",1003.48,1003.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9138,"(1003.68,1003.7]",1003.68,1003.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9139,"(1004.08,1004.1]",1004.08,1004.1,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9140,"(1004.18,1004.2]",1004.18,1004.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9141,"(1004.38,1004.4]",1004.38,1004.4,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9142,"(1004.78,1004.8]",1004.78,1004.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9143,"(1005.08,1005.1]",1005.08,1005.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9144,"(1005.28,1005.3]",1005.28,1005.3,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9145,"(1005.58,1005.6]",1005.58,1005.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9146,"(1005.88,1005.9]",1005.88,1005.9,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9147,"(1006.08,1006.1]",1006.08,1006.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9148,"(1006.18,1006.2]",1006.18,1006.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9149,"(1006.68,1006.7]",1006.68,1006.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9150,"(1006.98,1007]",1006.98,1007,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9151,"(1007.08,1007.1]",1007.08,1007.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9152,"(1007.18,1007.2]",1007.18,1007.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9153,"(1007.28,1007.3]",1007.28,1007.3,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9154,"(1007.48,1007.5]",1007.48,1007.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9155,"(1007.58,1007.6]",1007.58,1007.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9156,"(1007.78,1007.8]",1007.78,1007.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9157,"(1007.88,1007.9]",1007.88,1007.9,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9158,"(1008.1,1008.12]",1008.1,1008.12,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9159,"(1008.18,1008.2]",1008.18,1008.2,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
9160,"(1008.28,1008.3]",1008.28,1008.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9161,"(1008.68,1008.7]",1008.68,1008.7,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
9162,"(1008.78,1008.8]",1008.78,1008.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9163,"(1008.98,1009]",1008.98,1009,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9164,"(1009.18,1009.2]",1009.18,1009.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9165,"(1009.48,1009.5]",1009.48,1009.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9166,"(1009.58,1009.6]",1009.58,1009.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9167,"(1009.68,1009.7]",1009.68,1009.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9168,"(1009.88,1009.9]",1009.88,1009.9,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9169,"(1009.98,1010]",1009.98,1010,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9170,"(1010.08,1010.1]",1010.08,1010.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9171,"(1010.38,1010.4]",1010.38,1010.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9172,"(1010.6,1010.62]",1010.6,1010.62,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9173,"(1010.78,1010.8]",1010.78,1010.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9174,"(1010.88,1010.9]",1010.88,1010.9,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9175,"(1010.98,1011]",1010.98,1011,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
9176,"(1011.18,1011.2]",1011.18,1011.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9177,"(1011.58,1011.6]",1011.58,1011.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9178,"(1011.98,1012]",1011.98,1012,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9179,"(1012.38,1012.4]",1012.38,1012.4,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9180,"(1012.68,1012.7]",1012.68,1012.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9181,"(1012.78,1012.8]",1012.78,1012.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9182,"(1012.88,1012.9]",1012.88,1012.9,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9183,"(1012.98,1013]",1012.98,1013,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9184,"(1013.18,1013.2]",1013.18,1013.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9185,"(1013.28,1013.3]",1013.28,1013.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9186,"(1013.98,1014]",1013.98,1014,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9187,"(1014.08,1014.1]",1014.08,1014.1,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9188,"(1014.18,1014.2]",1014.18,1014.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9189,"(1014.28,1014.3]",1014.28,1014.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9190,"(1014.38,1014.4]",1014.38,1014.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9191,"(1014.88,1014.9]",1014.88,1014.9,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9192,"(1015.38,1015.4]",1015.38,1015.4,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9193,"(1015.6,1015.62]",1015.6,1015.62,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9194,"(1016.18,1016.2]",1016.18,1016.2,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9195,"(1016.48,1016.5]",1016.48,1016.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9196,"(1016.58,1016.6]",1016.58,1016.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9197,"(1016.68,1016.7]",1016.68,1016.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9198,"(1016.78,1016.8]",1016.78,1016.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9199,"(1016.88,1016.9]",1016.88,1016.9,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9200,"(1017.28,1017.3]",1017.28,1017.3,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9201,"(1017.38,1017.4]",1017.38,1017.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9202,"(1017.58,1017.6]",1017.58,1017.6,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9203,"(1017.68,1017.7]",1017.68,1017.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9204,"(1017.78,1017.8]",1017.78,1017.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9205,"(1017.98,1018]",1017.98,1018,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9206,"(1018.18,1018.2]",1018.18,1018.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9207,"(1018.48,1018.5]",1018.48,1018.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9208,"(1018.68,1018.7]",1018.68,1018.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9209,"(1018.88,1018.9]",1018.88,1018.9,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9210,"(1019.08,1019.1]",1019.08,1019.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9211,"(1019.18,1019.2]",1019.18,1019.2,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9212,"(1019.28,1019.3]",1019.28,1019.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9213,"(1019.58,1019.6]",1019.58,1019.6,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
9214,"(1019.6,1019.62]",1019.6,1019.62,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9215,"(1019.68,1019.7]",1019.68,1019.7,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9216,"(1019.98,1020]",1019.98,1020,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9217,"(1020,1020.03]",1020,1020.03,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9218,"(1020.08,1020.1]",1020.08,1020.1,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9219,"(1020.1,1020.12]",1020.1,1020.12,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9220,"(1020.38,1020.4]",1020.38,1020.4,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9221,"(1020.48,1020.5]",1020.48,1020.5,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9222,"(1020.5,1020.53]",1020.5,1020.53,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9223,"(1020.6,1020.62]",1020.6,1020.62,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9224,"(1020.78,1020.8]",1020.78,1020.8,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9225,"(1020.98,1021]",1020.98,1021,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
9226,"(1021.18,1021.2]",1021.18,1021.2,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
9227,"(1021.28,1021.3]",1021.28,1021.3,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
